transaction_id,date,item
40,2016-10-30,Tartine
40,2016-10-30,Coffee
40,2016-10-30,Muffin
41,2016-10-30,Scandinavian
42,2016-10-30,Bread
42,2016-10-30,Tea
43,2016-10-30,Scandinavian
43,2016-10-30,Fudge
44,2016-10-30,Coffee
44,2016-10-30,Medialuna
45,2016-10-30,Coffee
45,2016-10-30,Hot chocolate
45,2016-10-30,Medialuna
46,2016-10-30,Coffee
47,2016-10-30,Ella's Kitchen Pouches
47,2016-10-30,Juice
47,2016-10-30,Bread
47,2016-10-30,Muffin
47,2016-10-30,Jam
48,2016-10-30,Coffee
49,2016-10-30,Coffee
49,2016-10-30,Coffee
49,2016-10-30,Medialuna
50,2016-10-30,Bread
50,2016-10-30,Victorian Sponge
51,2016-10-30,Bread
52,2016-10-30,Scandinavian
54,2016-10-30,Bread
55,2016-10-30,Frittata
55,2016-10-30,Coffee
55,2016-10-30,Tea
55,2016-10-30,Hearty & Seasonal
56,2016-10-30,Coffee
56,2016-10-30,Frittata
57,2016-10-30,Scandinavian
58,2016-10-30,Victorian Sponge
58,2016-10-30,Hot chocolate
58,2016-10-30,Tea
58,2016-10-30,Soup
59,2016-10-30,Tea
59,2016-10-30,NONE
60,2016-10-30,Cookies
60,2016-10-30,Coffee
60,2016-10-30,Juice
60,2016-10-30,Coffee
61,2016-10-30,Coffee
62,2016-10-30,Pick and Mix Bowls
62,2016-10-30,Hearty & Seasonal
62,2016-10-30,Hearty & Seasonal
62,2016-10-30,Coffee
62,2016-10-30,Smoothies
62,2016-10-30,Coffee
63,2016-10-30,Coffee
64,2016-10-30,Cake
65,2016-10-30,NONE
65,2016-10-30,Tartine
65,2016-10-30,Mighty Protein
65,2016-10-30,Tea
65,2016-10-30,Coffee
66,2016-10-30,Hearty & Seasonal
66,2016-10-30,Frittata
66,2016-10-30,Mineral water
67,2016-10-30,Hearty & Seasonal
67,2016-10-30,NONE
67,2016-10-30,Mineral water
67,2016-10-30,Muffin
68,2016-10-30,Frittata
68,2016-10-30,Coffee
68,2016-10-30,Tea
68,2016-10-30,Scandinavian
68,2016-10-30,Chicken sand
69,2016-10-30,Bread
69,2016-10-30,Tea
69,2016-10-30,Victorian Sponge
70,2016-10-30,Fudge
71,2016-10-30,Muffin
72,2016-10-30,Coffee
72,2016-10-30,Bread
73,2016-10-30,Bread
74,2016-10-30,Coffee
74,2016-10-30,Bread
75,2016-10-30,NONE
75,2016-10-30,Jam
75,2016-10-30,Frittata
76,2016-10-30,Coffee
77,2016-10-30,Scandinavian
78,2016-10-30,Fudge
79,2016-10-30,Fudge
79,2016-10-30,Tea
79,2016-10-30,Coffee
79,2016-10-30,Muffin
80,2016-10-30,Frittata
80,2016-10-30,Bread
80,2016-10-30,Coffee
81,2016-10-31,Coffee
81,2016-10-31,Cake
82,2016-10-31,Tartine
82,2016-10-31,NONE
82,2016-10-31,Bread
83,2016-10-31,Coffee
83,2016-10-31,Bread
84,2016-10-31,Bread
85,2016-10-31,Coffee
85,2016-10-31,Coffee
85,2016-10-31,Pastry
85,2016-10-31,Medialuna
86,2016-10-31,Juice
87,2016-10-31,Bread
88,2016-10-31,Coffee
88,2016-10-31,Coffee
88,2016-10-31,Jam
89,2016-10-31,Bread
90,2016-10-31,Bread
90,2016-10-31,Coffee
91,2016-10-31,Tea
91,2016-10-31,NONE
92,2016-10-31,Coffee
93,2016-10-31,Bread
93,2016-10-31,Coke
94,2016-10-31,Coffee
94,2016-10-31,Coffee
95,2016-10-31,Tea
95,2016-10-31,Pastry
95,2016-10-31,Farm House
96,2016-10-31,Pastry
96,2016-10-31,Pastry
96,2016-10-31,Coffee
96,2016-10-31,Juice
97,2016-10-31,Coffee
97,2016-10-31,Pastry
97,2016-10-31,Juice
98,2016-10-31,Farm House
99,2016-10-31,Pastry
99,2016-10-31,Pastry
99,2016-10-31,Coffee
99,2016-10-31,Bread
100,2016-10-31,Bread
101,2016-10-31,Coffee
101,2016-10-31,Pastry
102,2016-10-31,Farm House
103,2016-10-31,NONE
103,2016-10-31,Bread
104,2016-10-31,Coffee
104,2016-10-31,Coffee
104,2016-10-31,Medialuna
104,2016-10-31,Muffin
104,2016-10-31,Coffee
105,2016-10-31,Coffee
105,2016-10-31,Tea
105,2016-10-31,NONE
105,2016-10-31,Cake
106,2016-10-31,Coffee
106,2016-10-31,Coffee
106,2016-10-31,Pastry
106,2016-10-31,Pastry
107,2016-10-31,Coffee
107,2016-10-31,Tea
108,2016-10-31,Farm House
108,2016-10-31,Muffin
109,2016-10-31,Bread
109,2016-10-31,Muffin
109,2016-10-31,Pastry
110,2016-10-31,Pastry
111,2016-10-31,Coffee
112,2016-10-31,Coffee
113,2016-10-31,Coffee
113,2016-10-31,Cake
114,2016-10-31,Farm House
115,2016-10-31,Bread
116,2016-10-31,Coffee
117,2016-10-31,Cookies
117,2016-10-31,Cake
117,2016-10-31,Coffee
117,2016-10-31,My-5 Fruit Shoot
118,2016-10-31,Cookies
118,2016-10-31,Cookies
118,2016-10-31,Tea
118,2016-10-31,Pastry
119,2016-10-31,Coffee
119,2016-10-31,Coffee
119,2016-10-31,Muffin
120,2016-10-31,Farm House
121,2016-10-31,Coffee
121,2016-10-31,Bread
122,2016-10-31,Cookies
123,2016-10-31,Jam
123,2016-10-31,NONE
123,2016-10-31,Coffee
123,2016-10-31,Coffee
123,2016-10-31,Juice
124,2016-10-31,Coffee
124,2016-10-31,Soup
125,2016-10-31,Tea
126,2016-10-31,Coffee
126,2016-10-31,Jam
127,2016-10-31,Farm House
128,2016-10-31,NONE
128,2016-10-31,Tartine
128,2016-10-31,Coffee
128,2016-10-31,Tea
129,2016-10-31,Coffee
129,2016-10-31,Coffee
129,2016-10-31,Cake
130,2016-10-31,Coffee
130,2016-10-31,Coffee
130,2016-10-31,Muffin
131,2016-10-31,Bread
131,2016-10-31,Coffee
132,2016-10-31,Tea
132,2016-10-31,Juice
132,2016-10-31,Pick and Mix Bowls
132,2016-10-31,Cookies
133,2016-10-31,Hearty & Seasonal
133,2016-10-31,Soup
134,2016-10-31,Hearty & Seasonal
134,2016-10-31,Tea
134,2016-10-31,Farm House
135,2016-10-31,Bread
136,2016-10-31,Tea
136,2016-10-31,Soup
137,2016-10-31,Farm House
138,2016-10-31,Soup
138,2016-10-31,Hearty & Seasonal
138,2016-10-31,Coffee
139,2016-10-31,Bread
139,2016-10-31,Muffin
139,2016-10-31,Hearty & Seasonal
140,2016-10-31,Coffee
140,2016-10-31,Coffee
140,2016-10-31,Cookies
141,2016-10-31,Bread
142,2016-10-31,Tea
142,2016-10-31,Muffin
143,2016-10-31,Tea
144,2016-10-31,Soup
144,2016-10-31,Hearty & Seasonal
145,2016-10-31,Coffee
145,2016-10-31,Tea
145,2016-10-31,Focaccia
146,2016-10-31,Sandwich
147,2016-10-31,Tartine
147,2016-10-31,Coffee
148,2016-10-31,Fudge
148,2016-10-31,Coffee
148,2016-10-31,Coffee
149,2016-10-31,Coffee
150,2016-10-31,Bread
151,2016-10-31,Coke
151,2016-10-31,Soup
152,2016-10-31,Muffin
153,2016-10-31,Tea
153,2016-10-31,Coffee
153,2016-10-31,Cookies
153,2016-10-31,Muffin
154,2016-10-31,Mighty Protein
154,2016-10-31,Hearty & Seasonal
154,2016-10-31,Coffee
154,2016-10-31,Coke
155,2016-10-31,Tea
155,2016-10-31,Muffin
155,2016-10-31,Sandwich
156,2016-10-31,Coffee
156,2016-10-31,Muffin
157,2016-10-31,Coffee
157,2016-10-31,Bread
158,2016-10-31,Coffee
158,2016-10-31,Muffin
159,2016-10-31,Bread
159,2016-10-31,Hot chocolate
159,2016-10-31,Cookies
160,2016-10-31,Mineral water
160,2016-10-31,Muffin
161,2016-10-31,Tea
162,2016-10-31,Muffin
163,2016-10-31,Coffee
163,2016-10-31,Juice
164,2016-10-31,Coffee
164,2016-10-31,Muffin
165,2016-10-31,Tea
166,2016-10-31,Coffee
166,2016-10-31,Muffin
167,2016-10-31,Sandwich
167,2016-10-31,Hearty & Seasonal
167,2016-10-31,Bread
167,2016-10-31,Mineral water
168,2016-10-31,Tea
168,2016-10-31,Coffee
169,2016-10-31,Mineral water
170,2016-10-31,Coffee
171,2016-10-31,Soup
171,2016-10-31,Tea
172,2016-10-31,Bread
172,2016-10-31,Coffee
173,2016-10-31,Bread
173,2016-10-31,Muffin
174,2016-10-31,Coffee
175,2016-10-31,Bread
176,2016-10-31,Cookies
176,2016-10-31,Coffee
178,2016-11-01,Coffee
178,2016-11-01,Pastry
179,2016-11-01,Coffee
179,2016-11-01,Pastry
180,2016-11-01,Jam
180,2016-11-01,Tea
181,2016-11-01,Tea
181,2016-11-01,Tea
182,2016-11-01,Pastry
182,2016-11-01,Pastry
182,2016-11-01,Ella's Kitchen Pouches
183,2016-11-01,Pastry
184,2016-11-01,Farm House
184,2016-11-01,NONE
184,2016-11-01,Tea
185,2016-11-01,Tea
185,2016-11-01,Victorian Sponge
186,2016-11-01,Tea
186,2016-11-01,Pastry
187,2016-11-01,Bread
188,2016-11-01,Coffee
189,2016-11-01,Bread
189,2016-11-01,Coffee
190,2016-11-01,Coffee
190,2016-11-01,Pastry
190,2016-11-01,Pastry
191,2016-11-01,Soup
191,2016-11-01,Tea
192,2016-11-01,NONE
192,2016-11-01,Bread
193,2016-11-01,Coffee
194,2016-11-01,Bread
194,2016-11-01,Bread
195,2016-11-01,Bread
195,2016-11-01,NONE
195,2016-11-01,Scandinavian
196,2016-11-01,Bread
196,2016-11-01,Cake
196,2016-11-01,Cookies
197,2016-11-01,Coffee
197,2016-11-01,Coffee
197,2016-11-01,Tea
198,2016-11-01,Coffee
198,2016-11-01,Cookies
199,2016-11-01,Coffee
200,2016-11-01,Bread
201,2016-11-01,NONE
201,2016-11-01,Coffee
201,2016-11-01,Pastry
202,2016-11-01,Coffee
202,2016-11-01,Coffee
203,2016-11-01,Coffee
204,2016-11-01,Scandinavian
204,2016-11-01,Bread
205,2016-11-01,Coffee
205,2016-11-01,Coffee
205,2016-11-01,Pastry
206,2016-11-01,Scandinavian
206,2016-11-01,Coffee
206,2016-11-01,Pastry
207,2016-11-01,Hearty & Seasonal
207,2016-11-01,Coffee
207,2016-11-01,Muffin
208,2016-11-01,Bread
209,2016-11-01,Coffee
210,2016-11-01,Scandinavian
211,2016-11-01,Soup
211,2016-11-01,Coffee
212,2016-11-01,Coffee
212,2016-11-01,Cookies
212,2016-11-01,Tartine
213,2016-11-01,Bread
214,2016-11-01,Bread
214,2016-11-01,Tea
214,2016-11-01,Tea
215,2016-11-01,Pastry
215,2016-11-01,Coffee
216,2016-11-01,Tartine
216,2016-11-01,Coffee
217,2016-11-01,Bread
217,2016-11-01,Cookies
218,2016-11-01,Sandwich
219,2016-11-01,Tartine
220,2016-11-01,Bread
220,2016-11-01,Pastry
221,2016-11-01,Bread
221,2016-11-01,Scandinavian
222,2016-11-01,Scandinavian
223,2016-11-01,Alfajores
223,2016-11-01,Coffee
224,2016-11-01,Coffee
225,2016-11-01,Coffee
225,2016-11-01,Coke
225,2016-11-01,Soup
226,2016-11-01,Cake
227,2016-11-01,Tea
227,2016-11-01,Sandwich
227,2016-11-01,Soup
228,2016-11-01,Coffee
229,2016-11-01,Hearty & Seasonal
229,2016-11-01,Bread
230,2016-11-01,Alfajores
231,2016-11-01,Cake
232,2016-11-01,Tea
232,2016-11-01,Tea
232,2016-11-01,Bread
233,2016-11-01,Coffee
233,2016-11-01,Tea
233,2016-11-01,Bread
233,2016-11-01,Soup
234,2016-11-01,Coffee
234,2016-11-01,Coffee
235,2016-11-01,Scandinavian
236,2016-11-01,Fudge
237,2016-11-01,Coffee
237,2016-11-01,Sandwich
238,2016-11-01,Tea
238,2016-11-01,Bread
238,2016-11-01,Cookies
238,2016-11-01,Pastry
239,2016-11-01,Muffin
240,2016-11-01,Scandinavian
241,2016-11-01,Jam
241,2016-11-01,Tea
242,2016-11-01,Juice
242,2016-11-01,Tea
242,2016-11-01,Alfajores
243,2016-11-01,Cake
243,2016-11-01,Muffin
243,2016-11-01,Coffee
243,2016-11-01,Soup
244,2016-11-01,Hot chocolate
244,2016-11-01,Cake
244,2016-11-01,Coffee
245,2016-11-01,Cake
245,2016-11-01,Cookies
246,2016-11-01,Tea
246,2016-11-01,Bread
247,2016-11-01,Alfajores
247,2016-11-01,Coffee
247,2016-11-01,Coffee
247,2016-11-01,Coffee
247,2016-11-01,Juice
248,2016-11-01,Coffee
248,2016-11-01,Tea
248,2016-11-01,Soup
249,2016-11-01,Hot chocolate
250,2016-11-01,Cookies
251,2016-11-01,Coffee
251,2016-11-01,Medialuna
252,2016-11-01,Bread
252,2016-11-01,Eggs
253,2016-11-01,Scandinavian
254,2016-11-01,Medialuna
255,2016-11-02,Coffee
255,2016-11-02,Coffee
255,2016-11-02,Pastry
256,2016-11-02,Coffee
256,2016-11-02,Bread
257,2016-11-02,Bread
257,2016-11-02,Coffee
257,2016-11-02,Pastry
257,2016-11-02,NONE
258,2016-11-02,Coffee
258,2016-11-02,Pastry
259,2016-11-02,Pastry
260,2016-11-02,Coffee
261,2016-11-02,Coffee
262,2016-11-02,Coffee
262,2016-11-02,Hot chocolate
262,2016-11-02,Pastry
263,2016-11-02,Coke
264,2016-11-02,Coffee
264,2016-11-02,Jam
265,2016-11-02,Tea
266,2016-11-02,NONE
266,2016-11-02,Bread
266,2016-11-02,Pastry
267,2016-11-02,Coffee
267,2016-11-02,Alfajores
267,2016-11-02,Farm House
268,2016-11-02,Tea
268,2016-11-02,Pastry
269,2016-11-02,Bread
270,2016-11-02,Coffee
270,2016-11-02,Jam
271,2016-11-02,Coffee
271,2016-11-02,Tea
271,2016-11-02,Coffee
271,2016-11-02,Pastry
272,2016-11-02,Farm House
274,2016-11-02,Coffee
274,2016-11-02,NONE
274,2016-11-02,Bread
274,2016-11-02,Pastry
275,2016-11-02,Farm House
276,2016-11-02,Coffee
276,2016-11-02,Coffee
276,2016-11-02,Pastry
277,2016-11-02,Farm House
278,2016-11-02,Coffee
278,2016-11-02,Pastry
279,2016-11-02,NONE
279,2016-11-02,Coffee
280,2016-11-02,Coffee
280,2016-11-02,Pastry
281,2016-11-02,Bread
281,2016-11-02,Bread
282,2016-11-02,Bread
282,2016-11-02,Coffee
282,2016-11-02,Pastry
283,2016-11-02,Pastry
283,2016-11-02,Coffee
284,2016-11-02,Coffee
284,2016-11-02,Farm House
285,2016-11-02,Farm House
285,2016-11-02,Farm House
285,2016-11-02,Pastry
286,2016-11-02,Bread
286,2016-11-02,Juice
286,2016-11-02,Alfajores
287,2016-11-02,Coffee
287,2016-11-02,Pastry
288,2016-11-02,Bread
288,2016-11-02,Alfajores
289,2016-11-02,Bread
290,2016-11-02,Coffee
290,2016-11-02,Cookies
291,2016-11-02,Coffee
292,2016-11-02,Cookies
293,2016-11-02,Hearty & Seasonal
294,2016-11-02,Coffee
295,2016-11-02,Jam
295,2016-11-02,Tartine
295,2016-11-02,Bread
296,2016-11-02,Farm House
296,2016-11-02,Scandinavian
297,2016-11-02,Hearty & Seasonal
297,2016-11-02,Coffee
297,2016-11-02,Muffin
297,2016-11-02,Scandinavian
298,2016-11-02,Tartine
298,2016-11-02,Pick and Mix Bowls
298,2016-11-02,NONE
298,2016-11-02,Coffee
298,2016-11-02,Coke
299,2016-11-02,Bread
300,2016-11-02,Scandinavian
300,2016-11-02,Farm House
300,2016-11-02,Alfajores
300,2016-11-02,Coffee
300,2016-11-02,Coffee
301,2016-11-02,Juice
301,2016-11-02,Mineral water
301,2016-11-02,Soup
302,2016-11-02,Soup
302,2016-11-02,Tea
303,2016-11-02,Juice
303,2016-11-02,Tea
303,2016-11-02,Cookies
303,2016-11-02,Soup
304,2016-11-02,Hearty & Seasonal
304,2016-11-02,Tea
305,2016-11-02,Fudge
306,2016-11-02,Coffee
306,2016-11-02,Mineral water
306,2016-11-02,Juice
306,2016-11-02,Soup
307,2016-11-02,Hearty & Seasonal
308,2016-11-02,Hearty & Seasonal
308,2016-11-02,Smoothies
309,2016-11-02,Hearty & Seasonal
309,2016-11-02,Tea
310,2016-11-02,Coffee
310,2016-11-02,Sandwich
310,2016-11-02,Sandwich
311,2016-11-02,Cookies
311,2016-11-02,Farm House
312,2016-11-02,Soup
312,2016-11-02,Tea
312,2016-11-02,Juice
313,2016-11-02,Soup
314,2016-11-02,Coffee
316,2016-11-02,Bread
317,2016-11-02,Cookies
317,2016-11-02,Tea
318,2016-11-02,Soup
318,2016-11-02,Hearty & Seasonal
318,2016-11-02,Bread
319,2016-11-02,Coffee
320,2016-11-02,Coffee
321,2016-11-02,Coffee
321,2016-11-02,Tea
322,2016-11-02,Bread
323,2016-11-02,Tea
324,2016-11-02,Coffee
324,2016-11-02,Tea
325,2016-11-02,Coffee
326,2016-11-02,Fudge
327,2016-11-02,Tea
328,2016-11-02,Soup
328,2016-11-02,Tea
329,2016-11-02,Juice
330,2016-11-02,Alfajores
331,2016-11-02,Bread
332,2016-11-02,Coffee
332,2016-11-02,Alfajores
333,2016-11-02,Juice
333,2016-11-02,Alfajores
333,2016-11-02,Cookies
333,2016-11-02,Pick and Mix Bowls
333,2016-11-02,Mineral water
334,2016-11-02,Coffee
334,2016-11-02,Alfajores
335,2016-11-02,Fudge
336,2016-11-02,Mighty Protein
336,2016-11-02,Juice
337,2016-11-02,Coffee
337,2016-11-02,Mineral water
337,2016-11-02,Alfajores
338,2016-11-02,Mighty Protein
338,2016-11-02,Coffee
339,2016-11-02,Alfajores
340,2016-11-03,Coffee
340,2016-11-03,Bread
341,2016-11-03,Medialuna
341,2016-11-03,Medialuna
342,2016-11-03,Medialuna
342,2016-11-03,Bread
343,2016-11-03,Farm House
344,2016-11-03,Coffee
344,2016-11-03,Pastry
345,2016-11-03,Farm House
346,2016-11-03,NONE
346,2016-11-03,Coffee
346,2016-11-03,Coffee
346,2016-11-03,Pastry
346,2016-11-03,Pastry
346,2016-11-03,Coffee
347,2016-11-03,Medialuna
348,2016-11-03,Bread
348,2016-11-03,NONE
348,2016-11-03,Tea
348,2016-11-03,Sandwich
349,2016-11-03,Bread
350,2016-11-03,Jam
350,2016-11-03,Coffee
350,2016-11-03,Farm House
351,2016-11-03,Focaccia
352,2016-11-03,Bread
353,2016-11-03,Tartine
353,2016-11-03,Pastry
353,2016-11-03,Bread
353,2016-11-03,My-5 Fruit Shoot
354,2016-11-03,Farm House
354,2016-11-03,Pastry
355,2016-11-03,Bread
355,2016-11-03,Pastry
356,2016-11-03,Pastry
356,2016-11-03,Bread
357,2016-11-03,Jam
357,2016-11-03,Coffee
358,2016-11-03,Farm House
359,2016-11-03,Bread
359,2016-11-03,Pastry
360,2016-11-03,Coffee
360,2016-11-03,Tea
360,2016-11-03,Bread
361,2016-11-03,Jam
363,2016-11-03,Pastry
363,2016-11-03,Medialuna
363,2016-11-03,Medialuna
364,2016-11-03,Coffee
365,2016-11-03,Tea
366,2016-11-03,Bread
367,2016-11-03,Bread
367,2016-11-03,Pastry
368,2016-11-03,Pastry
369,2016-11-03,Farm House
370,2016-11-03,Tea
371,2016-11-03,Coffee
371,2016-11-03,Brownie
371,2016-11-03,Alfajores
371,2016-11-03,Fudge
372,2016-11-03,Bread
372,2016-11-03,Fudge
372,2016-11-03,Cookies
373,2016-11-03,Coffee
374,2016-11-03,Bread
375,2016-11-03,Coffee
375,2016-11-03,Coffee
375,2016-11-03,Jam
375,2016-11-03,Pastry
376,2016-11-03,Soup
376,2016-11-03,Coffee
377,2016-11-03,Smoothies
377,2016-11-03,Soup
377,2016-11-03,Hearty & Seasonal
377,2016-11-03,Pastry
378,2016-11-03,Pastry
378,2016-11-03,Bread
379,2016-11-03,Pastry
379,2016-11-03,Medialuna
380,2016-11-03,NONE
380,2016-11-03,Tea
380,2016-11-03,Coffee
381,2016-11-03,Bread
381,2016-11-03,Cookies
382,2016-11-03,Coffee
382,2016-11-03,Coffee
382,2016-11-03,Bread
382,2016-11-03,Hearty & Seasonal
382,2016-11-03,Pick and Mix Bowls
382,2016-11-03,Sandwich
382,2016-11-03,Focaccia
383,2016-11-03,Coffee
384,2016-11-03,Coffee
384,2016-11-03,Sandwich
384,2016-11-03,Brownie
385,2016-11-03,Brownie
385,2016-11-03,Cookies
386,2016-11-03,Coffee
387,2016-11-03,Coffee
387,2016-11-03,NONE
388,2016-11-03,Sandwich
388,2016-11-03,NONE
388,2016-11-03,Bread
388,2016-11-03,Coffee
389,2016-11-03,Coffee
389,2016-11-03,Hot chocolate
390,2016-11-03,Tea
390,2016-11-03,NONE
391,2016-11-03,Sandwich
391,2016-11-03,Coffee
391,2016-11-03,Brownie
392,2016-11-03,Brownie
392,2016-11-03,Pastry
392,2016-11-03,Focaccia
392,2016-11-03,Farm House
393,2016-11-03,Cake
393,2016-11-03,Focaccia
394,2016-11-03,Soup
394,2016-11-03,Hearty & Seasonal
394,2016-11-03,Mineral water
395,2016-11-03,Hearty & Seasonal
396,2016-11-03,Hearty & Seasonal
397,2016-11-03,Coffee
397,2016-11-03,Coffee
397,2016-11-03,Pastry
398,2016-11-03,Coffee
399,2016-11-03,Tea
399,2016-11-03,Cake
400,2016-11-03,Coffee
400,2016-11-03,Soup
401,2016-11-03,Bread
401,2016-11-03,Focaccia
401,2016-11-03,Fudge
402,2016-11-03,Hot chocolate
402,2016-11-03,Coffee
402,2016-11-03,Alfajores
403,2016-11-03,Brownie
403,2016-11-03,Pastry
403,2016-11-03,Cake
404,2016-11-03,Medialuna
404,2016-11-03,Alfajores
404,2016-11-03,Dulce de Leche
405,2016-11-03,Dulce de Leche
405,2016-11-03,Alfajores
406,2016-11-03,Bread
406,2016-11-03,Cake
407,2016-11-03,Cake
407,2016-11-03,Coffee
408,2016-11-03,Bread
409,2016-11-03,Sandwich
410,2016-11-03,Bread
410,2016-11-03,Coffee
410,2016-11-03,Alfajores
410,2016-11-03,Medialuna
411,2016-11-03,Coffee
412,2016-11-03,Bread
412,2016-11-03,Alfajores
413,2016-11-03,Tea
413,2016-11-03,Coffee
414,2016-11-03,Bread
415,2016-11-03,Dulce de Leche
416,2016-11-03,Farm House
417,2016-11-03,Fudge
418,2016-11-03,Coffee
419,2016-11-03,Coffee
419,2016-11-03,Alfajores
419,2016-11-03,Juice
419,2016-11-03,Ella's Kitchen Pouches
419,2016-11-03,Brownie
420,2016-11-03,Alfajores
421,2016-11-03,Alfajores
421,2016-11-03,Brownie
421,2016-11-03,Cookies
421,2016-11-03,Bread
421,2016-11-03,Juice
422,2016-11-03,Cake
422,2016-11-03,Cookies
423,2016-11-03,Pick and Mix Bowls
424,2016-11-03,Coffee
425,2016-11-03,Farm House
426,2016-11-03,Tea
427,2016-11-03,Coffee
428,2016-11-03,Focaccia
428,2016-11-03,Farm House
429,2016-11-03,Dulce de Leche
430,2016-11-03,Juice
430,2016-11-03,My-5 Fruit Shoot
430,2016-11-03,Ella's Kitchen Pouches
430,2016-11-03,Cookies
431,2016-11-03,Bread
432,2016-11-03,Hot chocolate
433,2016-11-03,Coffee
435,2016-11-03,Coffee
436,2016-11-03,Coffee
437,2016-11-04,Medialuna
438,2016-11-04,Bread
438,2016-11-04,Tea
438,2016-11-04,Jam
439,2016-11-04,Farm House
440,2016-11-04,Bread
441,2016-11-04,Coffee
441,2016-11-04,NONE
442,2016-11-04,Medialuna
442,2016-11-04,Coffee
443,2016-11-04,Bread
444,2016-11-04,Medialuna
444,2016-11-04,Pastry
444,2016-11-04,Medialuna
445,2016-11-04,Coffee
445,2016-11-04,Coffee
445,2016-11-04,Jam
446,2016-11-04,Bread
446,2016-11-04,Coffee
447,2016-11-04,Coffee
447,2016-11-04,Coffee
448,2016-11-04,Bread
449,2016-11-04,Hot chocolate
450,2016-11-04,Bread
450,2016-11-04,Medialuna
451,2016-11-04,Bread
451,2016-11-04,Jam
452,2016-11-04,Jam
452,2016-11-04,Bread
453,2016-11-04,Coffee
453,2016-11-04,Bread
454,2016-11-04,Bread
454,2016-11-04,Farm House
455,2016-11-04,Bread
455,2016-11-04,Coffee
455,2016-11-04,Coffee
456,2016-11-04,Tea
456,2016-11-04,Pastry
457,2016-11-04,Coffee
457,2016-11-04,Coffee
458,2016-11-04,Bread
459,2016-11-04,Pastry
459,2016-11-04,Brownie
460,2016-11-04,Farm House
461,2016-11-04,Coffee
462,2016-11-04,Tea
462,2016-11-04,Coffee
462,2016-11-04,Honey
462,2016-11-04,Cookies
463,2016-11-04,Tea
464,2016-11-04,Bread
465,2016-11-04,Brownie
466,2016-11-04,Bread
466,2016-11-04,Coffee
467,2016-11-04,Bread
468,2016-11-04,Coffee
469,2016-11-04,Tea
469,2016-11-04,Tea
470,2016-11-04,Tea
471,2016-11-04,Coffee
471,2016-11-04,Coffee
473,2016-11-04,Bread
473,2016-11-04,Coffee
474,2016-11-04,Bread
474,2016-11-04,Bread
475,2016-11-04,Bread
475,2016-11-04,The BART
476,2016-11-04,Coffee
476,2016-11-04,NONE
476,2016-11-04,Brownie
477,2016-11-04,Coffee
478,2016-11-04,Coffee
478,2016-11-04,Brownie
479,2016-11-04,Mineral water
479,2016-11-04,Coffee
479,2016-11-04,Coffee
479,2016-11-04,Tartine
479,2016-11-04,NONE
480,2016-11-04,Brownie
480,2016-11-04,Coffee
481,2016-11-04,Brownie
481,2016-11-04,Juice
482,2016-11-04,Coffee
482,2016-11-04,Coffee
482,2016-11-04,Bread
482,2016-11-04,Tea
